,NPP,PoTemp Dec,PoTemp Jan,PoTemp Feb,PoTemp Mar,PoTemp Apr,PoTemp May,PoTemp Jun,PoTemp Jul,PoTemp Aug,PoTemp Sep,PoTemp Oct,PoTemp Nov,PoDens Dec,PoDens Jan,PoDens Feb,PoDens Mar,PoDens Apr,PoDens May,PoDens Jun,PoDens Jul,PoDens Aug,PoDens Sep,PoDens Oct,PoDens Nov,Salinity Dec,Salinity Jan,Salinity Feb,Salinity Mar,Salinity Apr,Salinity May,Salinity Jun,Salinity Jul,Salinity Aug,Salinity Sep,Salinity Oct,Salinity Nov,upVelo Dec,upVelo Jan,upVelo Feb,upVelo Mar,upVelo Apr,upVelo May,upVelo Jun,upVelo Jul,upVelo Aug,upVelo Sep,upVelo Oct,upVelo Nov,VEddyDiff Dec,VEddyDiff Jan,VEddyDiff Feb,VEddyDiff Mar,VEddyDiff Apr,VEddyDiff May,VEddyDiff Jun,VEddyDiff Jul,VEddyDiff Aug,VEddyDiff Sep,VEddyDiff Oct,VEddyDiff Nov,ZonCur Dec,ZonCur Jan,ZonCur Feb,ZonCur Mar,ZonCur Apr,ZonCur May,ZonCur Jun,ZonCur Jul,ZonCur Aug,ZonCur Sep,ZonCur Oct,ZonCur Nov,ZonWindStr Dec,ZonWindStr Jan,ZonWindStr Feb,ZonWindStr Mar,ZonWindStr Apr,ZonWindStr May,ZonWindStr Jun,ZonWindStr Jul,ZonWindStr Aug,ZonWindStr Sep,ZonWindStr Oct,ZonWindStr Nov,MerCur Dec,MerCur Jan,MerCur Feb,MerCur Mar,MerCur Apr,MerCur May,MerCur Jun,MerCur Jul,MerCur Aug,MerCur Sep,MerCur Oct,MerCur Nov,MerWindStr Dec,MerWindStr Jan,MerWindStr Feb,MerWindStr Mar,MerWindStr Apr,MerWindStr May,MerWindStr Jun,MerWindStr Jul,MerWindStr Aug,MerWindStr Sep,MerWindStr Oct,MerWindStr Nov,SST Dec,SST Jan,SST Feb,SST Mar,SST Apr,SST May,SST Jun,SST Jul,SST Aug,SST Sep,SST Oct,SST Nov,TotalHeat Dec,TotalHeat Jan,TotalHeat Feb,TotalHeat Mar,TotalHeat Apr,TotalHeat May,TotalHeat Jun,TotalHeat Jul,TotalHeat Aug,TotalHeat Sep,TotalHeat Oct,TotalHeat Nov,Shortwave Dec,Shortwave Jan,Shortwave Feb,Shortwave Mar,Shortwave Apr,Shortwave May,Shortwave Jun,Shortwave Jul,Shortwave Aug,Shortwave Sep,Shortwave Oct,Shortwave Nov,TurboclineDepth Dec,TurboclineDepth Jan,TurboclineDepth Feb,TurboclineDepth Mar,TurboclineDepth Apr,TurboclineDepth May,TurboclineDepth Jun,TurboclineDepth Jul,TurboclineDepth Aug,TurboclineDepth Sep,TurboclineDepth Oct,TurboclineDepth Nov,NetUpwardWaterFlux Dec,NetUpwardWaterFlux Jan,NetUpwardWaterFlux Feb,NetUpwardWaterFlux Mar,NetUpwardWaterFlux Apr,NetUpwardWaterFlux May,NetUpwardWaterFlux Jun,NetUpwardWaterFlux Jul,NetUpwardWaterFlux Aug,NetUpwardWaterFlux Sep,NetUpwardWaterFlux Oct,NetUpwardWaterFlux Nov,SeaSurfaceThermostericHeight Dec,SeaSurfaceThermostericHeight Jan,SeaSurfaceThermostericHeight Feb,SeaSurfaceThermostericHeight Mar,SeaSurfaceThermostericHeight Apr,SeaSurfaceThermostericHeight May,SeaSurfaceThermostericHeight Jun,SeaSurfaceThermostericHeight Jul,SeaSurfaceThermostericHeight Aug,SeaSurfaceThermostericHeight Sep,SeaSurfaceThermostericHeight Oct,SeaSurfaceThermostericHeight Nov,ConcentrationWaterFlux Dec,ConcentrationWaterFlux Jan,ConcentrationWaterFlux Feb,ConcentrationWaterFlux Mar,ConcentrationWaterFlux Apr,ConcentrationWaterFlux May,ConcentrationWaterFlux Jun,ConcentrationWaterFlux Jul,ConcentrationWaterFlux Aug,ConcentrationWaterFlux Sep,ConcentrationWaterFlux Oct,ConcentrationWaterFlux Nov,SeaSurfaceStericHeight Dec,SeaSurfaceStericHeight Jan,SeaSurfaceStericHeight Feb,SeaSurfaceStericHeight Mar,SeaSurfaceStericHeight Apr,SeaSurfaceStericHeight May,SeaSurfaceStericHeight Jun,SeaSurfaceStericHeight Jul,SeaSurfaceStericHeight Aug,SeaSurfaceStericHeight Sep,SeaSurfaceStericHeight Oct,SeaSurfaceStericHeight Nov,SSH Dec,SSH Jan,SSH Feb,SSH Mar,SSH Apr,SSH May,SSH Jun,SSH Jul,SSH Aug,SSH Sep,SSH Oct,SSH Nov,SSS Dec,SSS Jan,SSS Feb,SSS Mar,SSS Apr,SSS May,SSS Jun,SSS Jul,SSS Aug,SSS Sep,SSS Oct,SSS Nov,SurfaceSaltFlux Dec,SurfaceSaltFlux Jan,SurfaceSaltFlux Feb,SurfaceSaltFlux Mar,SurfaceSaltFlux Apr,SurfaceSaltFlux May,SurfaceSaltFlux Jun,SurfaceSaltFlux Jul,SurfaceSaltFlux Aug,SurfaceSaltFlux Sep,SurfaceSaltFlux Oct,SurfaceSaltFlux Nov,MLD Dec,MLD Jan,MLD Feb,MLD Mar,MLD Apr,MLD May,MLD Jun,MLD Jul,MLD Aug,MLD Sep,MLD Oct,MLD Nov,NetSurfaceHeatFlux Dec,NetSurfaceHeatFlux Jan,NetSurfaceHeatFlux Feb,NetSurfaceHeatFlux Mar,NetSurfaceHeatFlux Apr,NetSurfaceHeatFlux May,NetSurfaceHeatFlux Jun,NetSurfaceHeatFlux Jul,NetSurfaceHeatFlux Aug,NetSurfaceHeatFlux Sep,NetSurfaceHeatFlux Oct,NetSurfaceHeatFlux Nov,BaroclinicDynamicHeight Dec,BaroclinicDynamicHeight Jan,BaroclinicDynamicHeight Feb,BaroclinicDynamicHeight Mar,BaroclinicDynamicHeight Apr,BaroclinicDynamicHeight May,BaroclinicDynamicHeight Jun,BaroclinicDynamicHeight Jul,BaroclinicDynamicHeight Aug,BaroclinicDynamicHeight Sep,BaroclinicDynamicHeight Oct,BaroclinicDynamicHeight Nov,SurfacePressure Dec,SurfacePressure Jan,SurfacePressure Feb,SurfacePressure Mar,SurfacePressure Apr,SurfacePressure May,SurfacePressure Jun,SurfacePressure Jul,SurfacePressure Aug,SurfacePressure Sep,SurfacePressure Oct,SurfacePressure Nov,StratIndex Dec,StratIndex Jan,StratIndex Feb,StratIndex Mar,StratIndex Apr,StratIndex May,StratIndex Jun,StratIndex Jul,StratIndex Aug,StratIndex Sep,StratIndex Oct,StratIndex Nov
UNIT,g / yr,K,K,K,K,K,K,K,K,K,K,K,K,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,kg / m^3,,,,,,,,,,,,,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m^2 / s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,N / m^2,K,K,K,K,K,K,K,K,K,K,K,K,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,m,m,m,m,m,m,m,m,m,m,m,m,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,m,m,m,m,m,m,m,m,m,m,m,m,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,,,,,,,,,,,,,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,kg/m^2/s,m,m,m,m,m,m,m,m,m,m,m,m,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,W / m^2,m,m,m,m,m,m,m,m,m,m,m,m,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1,s^-1
HIST_1986,31.82082490529877,285.7386747741711,285.7341214315031,285.53773514115835,285.469586727569,285.53932296652624,285.6079872061184,285.65515512736124,285.7093881158937,285.7316755230397,285.69851682023113,285.66392133075004,285.6050681864755,1029.0682205966782,1029.0727049052618,1029.0883187028546,1029.09244500801,1029.0882483899693,1029.076895633393,1029.0648138755712,1029.0567776579226,1029.0465486749167,1029.05033328997,1029.050973186887,1029.0580734254816,38.34962303469104,38.352737876536686,38.33494936396604,38.32907713364423,38.33582322598376,38.33688769313272,38.33418961318283,38.33639804770355,38.33331390816879,38.33075729708296,38.32552308610146,38.32176101938412,4.207559352913166e-06,-2.251303577049166e-06,3.4713845458705915e-06,2.119001583950864e-06,8.986831790061132e-07,-1.1208099917290625e-06,-1.4043560557920813e-06,1.5995479370241924e-06,-1.013522603342814e-06,1.0489868360733937e-07,3.097981085746013e-07,1.8798135012004412e-06,1.137548364447857,1.5532042946088391,3.156438941674107,0.963246462486014,0.3597772178146355,0.0050960837615285,0.0127542625663057,0.0425874478883051,0.0433482814051594,0.1820884825878569,0.1149285804277577,0.4299983224916703,0.0007611306363261,0.0078511444900699,0.0014186586474927,0.0033554546380535,-0.0007350694431784,0.0045659494950392,0.0054169249148021,0.0038633765499377,0.0055150386291791,0.0050161356155552,0.0063116151415336,0.0024207002483315,0.1245964867843553,0.1264568764880637,0.0404054866559356,0.0875169243630196,0.0696871338213753,-0.0002557901675529,0.0337668037847256,0.0629841826644311,0.0327882700000483,0.0545258753536154,0.0080471487875582,-0.0023038458767687,0.0030417130838835,0.0026654096283906,0.0027600454281623,-0.0001700050840668,-0.0002681643614214,0.0018193540092342,0.002411495012291,0.0040989356494734,0.0026736804542224,0.0020824694673304,0.0021502374460025,0.0019583686135188,-0.0967652189571677,-0.0539880862080711,-0.0820433217982734,-0.0709847361457608,-0.082481830490584,-0.0063861841762177,-0.0223335373491118,-0.084346034514426,-0.028945567924767,-0.0814635272187967,-0.0035779679173222,-0.0323007913400301,286.5174668533923,285.9376017115086,285.8022541593319,285.87185445780364,286.7826529333993,291.2255673168717,293.74256814049477,293.87944195418993,296.5386817552352,293.3830122504093,292.87808448936,290.5531195711866,-196.95073648528063,-140.86268257262722,-162.86853428847388,-32.719414304200264,95.04125556900084,152.5281034028306,150.528674966835,110.2712330466221,70.86274186105877,-79.6753643993355,-5.8845495165340695,-151.59412179108395,65.60908293570664,71.22234572254781,99.12332228017516,142.52634606256015,234.776589449581,252.767999728576,279.27060219554863,284.0032640516652,256.21061229071086,173.2730831006967,135.27451535006765,93.16280753063212,89.2794496399733,126.75831644372848,244.10932911734045,107.46792989469304,40.12296405658409,6.829896854537225,7.923899701822112,11.654441751188394,9.98381837088194,19.67289672688484,17.41558773875524,36.25547784006441,2.874958553446953e-05,3.396435450448582e-05,3.716093110652593e-05,1.0127070876033685e-05,2.7166543939598987e-05,1.9826906900997778e-07,1.98673122271804e-05,4.327986149218226e-05,5.073886184639986e-05,4.112698730446961e-05,3.0501454946001663e-05,4.916017810196876e-05,-37.37833596842652,-37.39409420308464,-37.4083568881415,-37.41029478651608,-37.40351164992836,-37.378906024710645,-37.35362665432374,-37.33695056896814,-37.306467840294026,-37.31293499847352,-37.314130580662834,-37.330681674758345,2.874958553446953e-05,3.396435450448582e-05,3.716093110652593e-05,1.0127070876033685e-05,2.7166543939598987e-05,1.9826906900997778e-07,1.98673122271804e-05,4.327986149218226e-05,5.073886184639986e-05,4.112698730446961e-05,3.0501454946001663e-05,4.916017810196876e-05,-0.0986601499849549,-0.1380394439628349,-0.1450865901302863,-0.1439652800272155,-0.1522083616059111,-0.1117126469578079,-0.0655332893910681,-0.0491513717180704,0.0095215124564039,0.0123601039638498,0.0263185446483354,-0.024758508011691,-0.1304013281124767,-0.148094512046021,-0.1435080048853055,-0.1433963096704085,-0.16188602485789,-0.1408718941937758,-0.1199063022649139,-0.1259759839281604,-0.0863520607955022,-0.0868227315034845,-0.067858577315426,-0.1003827660412272,37.97021518955347,38.051052537539874,38.14622203127281,38.15371951618273,38.15247056733083,38.04037312685873,37.88901548351946,37.95506384807004,38.00253081899616,37.96311226265168,37.84198275823319,37.8881779883376,0.0010922353168753,0.001292785327014,0.0014178563573458,0.0003866578300022,0.0010367922935586,8.313342107872853e-06,0.0007529020112586,0.0016428119441624,0.0019277720534787,0.001562599517892,0.0011541761462043,0.0018629466468265,91.7643032493215,137.695734297122,282.935705513826,160.381678237993,50.5299529759629,6.72718806325977,7.65447672900871,10.9367009107264,9.99978628197159,20.2774904343855,17.4197218826222,37.6742386496088,-198.51562971854284,-142.63288408828458,-164.78798814015872,-33.24573614223535,93.55272410822856,152.56257756810564,148.93321441051967,106.72308579801624,66.05481113008727,-83.07097353675321,-8.331225523060509,-155.1461977613612,-36.33353936923096,-36.35121794493561,-36.36810018632763,-36.37295733495856,-36.36704957506221,-36.33738040323942,-36.30357584753923,-36.28436035979779,-36.251573489862814,-36.25862726216304,-36.25632948751892,-36.273462901647136,-250.96785543578127,-62.72054586377799,338.82081051366634,-55.41655996392566,38.865050477632025,697.9339193018286,631.512893122963,444.4647550160066,716.8611299482477,791.8391606129336,652.9172079904637,816.9105588366712,1.110441414614296,0.8939198791413582,0.7052804154827594,0.6664344595032548,0.733647248444893,1.0346186415639749,1.38443402864643,1.6026617375056331,1.9491405551034104,1.887054155782452,1.9156678273226373,1.748946336083807
HIST_1987,30.095264211096985,285.6736733529393,285.6595824808406,285.62136884885376,285.75025730588203,285.6441543234621,285.70567142098406,285.7249110737658,285.671605739163,285.6900567019308,285.7430575429395,285.6637722258739,285.6436309372292,1029.0611509551518,1029.0685799898913,1029.079578619286,1029.071436986747,1029.0770884113192,1029.0673911998815,1029.0582410364975,1029.0497009333517,1029.0447697813834,1029.0389042500374,1029.0491510306997,1029.056948536261,38.332688590379085,38.335831714449135,38.338588780428765,38.35353799707901,38.34049021001756,38.3425213598084,38.33848532294269,38.32458734648578,38.32379574383443,38.32673965105615,38.321851968523504,38.32370037566461,-2.3201726727409355e-06,-1.4375162412616124e-06,2.1433074853798983e-06,1.668291430688186e-06,3.523837264477477e-06,-2.678475401212035e-07,-1.2706802558194e-06,-1.8482726580883888e-06,-6.097599005485665e-07,1.0864813621516736e-06,-5.469862436940544e-07,-8.879013875795719e-07,0.7137877472384043,1.536606846074528,1.4866386997766086,0.6578376317267276,0.1854650838766731,0.0439739043163327,0.0268854450745958,0.0241589282126674,0.0953025237232875,0.1013135513734533,0.2919511555106063,0.4686664940216149,0.0030145299585772,0.0010472849837262,0.0020100020622059,0.0004990490791906,-0.0006841483239935,0.0028189281973114,0.0032509056817311,0.0057084792088168,0.0038975448150721,0.0032216911761925,0.0025061299570801,0.000598471068593,0.0964957143621388,0.2061215088337908,0.0127434420496195,0.1504371535697276,0.0380412005900353,0.0325279073849587,0.0457989928823092,0.0380941962164187,0.0568427895787712,0.0283775059487598,0.0646273298952641,0.120929342863185,0.0007556908610421,-6.408065000604187e-05,0.0004933616920104,-0.000239822290662,0.0021113386644865,0.0015189889805018,0.0021367630678612,0.0032979531625785,0.0032228931683758,0.0047591607693312,0.0043395441717773,0.0027339989846366,-0.0701850575582299,-0.2391374585152852,-0.0296614523895264,-0.0786164071140978,-0.055493825474574,-0.0686531537796703,-0.0344039065557948,-0.0214829399072807,-0.0732558924373148,-0.0257760148639207,-0.0369820099643005,-0.007887383596299,288.5185522332546,286.9208525219925,285.8628479167237,285.9648735533583,286.5282039885865,289.1751497525672,291.84101269863874,295.1883477252967,294.7876932923424,294.4835785745462,292.04515181915366,289.04313844348394,-121.91606394415788,-344.6008675091608,-86.4738884387739,-49.44888502336977,76.48191001600625,129.47805514864967,169.03728124756253,145.373226752002,37.54442285477548,-1.325286898599111,-127.73839854600372,-119.24190753613227,75.16683074123586,66.84412295876648,95.16061948671027,145.2748502042193,206.7260593764535,259.67323499282804,283.81605995748566,291.15401149840045,246.6913518903844,160.66616619812274,121.89155749440464,91.6812704529208,53.61118475126104,113.15730161568298,136.51673986097313,80.99511756902253,30.277703252861023,12.982883056592588,11.105563112195464,9.1612610309331,13.918325652627232,16.64837994294476,26.55203689048241,42.22046751416069,4.000647634278154e-05,6.059708202304305e-05,-1.0508037814435052e-05,1.784203242552118e-05,-3.066296117454846e-06,2.7675591119350085e-05,2.621090547435526e-05,3.597884084800969e-05,4.437914594572116e-05,-1.843923757879821e-06,5.237434917434636e-05,4.213489111832617e-05,-37.34936312413904,-37.37309997409941,-37.405094320026606,-37.40334108743305,-37.39666543023299,-37.3753262611876,-37.351833981374405,-37.316919786986055,-37.30447665023205,-37.29633729891268,-37.31794435910436,-37.34117402843689,4.000647634278154e-05,6.059708202304305e-05,-1.0508037814435052e-05,1.784203242552118e-05,-3.066296117454846e-06,2.7675591119350085e-05,2.621090547435526e-05,3.597884084800969e-05,4.437914594572116e-05,-1.843923757879821e-06,5.237434917434636e-05,4.213489111832617e-05,-0.0468253498287931,-0.0909803812778254,-0.1022519716306086,-0.0823097833405376,-0.1123083550547765,-0.1191788044021372,-0.0525242218556678,-0.0179031517101069,-0.0076337075977438,0.0431589473188312,0.0229106149569475,0.0231704721369202,-0.0956333401174332,-0.1160467192717907,-0.106240092701043,-0.0885148780348205,-0.1278090394794728,-0.1534547146021218,-0.1102645394250937,-0.0998465703651967,-0.1072210178551875,-0.0644256495074389,-0.0799914279638402,-0.0629086977649025,37.90825617086658,37.971497452326986,38.04694467674214,38.05233558431678,37.977138591105856,37.84761881471749,37.814781098168346,37.77878133154366,37.81957436710511,37.76785702253728,37.69234618934259,37.689813794267,0.0015165363309016,0.002302369049857,-0.0004000267039066,0.0006799557850265,-0.0001145203711657,0.0010480383895127,0.0009916450068982,0.0013592378784977,0.0016778006776409,-6.713748556646162e-05,0.0019752456728507,0.0015882864802659,57.5103744047843,116.419842467907,172.5275716583,92.5258266830591,34.6770180619073,12.1794326001527,10.2290974415136,8.92717594202292,14.0232556765801,16.7131545394044,27.8325805476837,43.5765090236058,-124.44075704261644,-347.95692568188906,-85.93259950761315,-50.37664870092435,76.67970792766515,127.7329966713159,167.09731303981053,142.1299116001558,33.63199346066084,-1.208343822464918,-131.68383174396303,-121.96890018043612,-36.29326206808078,-36.31855419083397,-36.35351837040688,-36.35434149088912,-36.34734650823628,-36.32396546440573,-36.295101748881805,-36.25413430367185,-36.23956602587124,-36.22766859478698,-36.25073628316197,-36.274881349306696,641.3386598270448,558.6496736466148,524.3486126230206,-663.1692224498257,-340.194110262447,353.10127586704243,615.0706208824199,550.589362841674,688.7246571362896,22.093314814056345,187.15375147641197,-58.20627921495311,1.5566382717916496,1.287695477098184,0.8713903113286143,0.8671875544628117,0.9479843201871774,1.2002792746418638,1.5029584221859278,1.937733040064955,2.103487728191733,2.237323152412711,1.9921012634313908,1.7454159929632584
HIST_1988,30.8671131573908,285.4874423594424,285.564170755224,285.64601445165374,285.5424942256304,285.6912764374423,285.57007711038716,285.4957490452327,285.59858233451035,285.75275739812946,285.7454076761474,285.63364335689516,285.6287161531279,1029.0657455040662,1029.067483163455,1029.067288996487,1029.0746248520595,1029.066795578047,1029.0663952864606,1029.0603541227108,1029.0503593740418,1029.035905926649,1029.0334256726042,1029.0422055046663,1029.0518517101775,38.30915057511626,38.31993628980595,38.331866961911935,38.32324408626373,38.33913649092734,38.32186721759059,38.30962827588059,38.31679606233722,38.3284488909601,38.324980151491566,38.31472147857678,38.32001735114705,-1.0580087140927591e-06,6.413190704484886e-07,8.085817448839497e-07,4.841252558036312e-07,-5.826572182885475e-07,-7.291088197997621e-07,1.2854329900158715e-06,-1.416023239437353e-07,-1.083224993544546e-06,-1.9325296814341286e-06,3.3821524999658786e-06,-1.3904788676858358e-06,0.6524404966011758,0.7092200227728828,0.8036954847329937,0.7374452152866839,0.1389911141788425,0.0623622991780283,0.0129296493790129,0.0138603292682204,0.0250378530094789,0.1642916235457207,0.3582926453731235,0.536447570720109,0.0018081055865826,0.000444661846542,0.0003508049218209,-0.0005538640379311,0.0004032961951921,0.0015988900772867,-0.0002024303146831,-0.0016766507698151,0.0024552328466883,0.0040109632671379,-0.0005945493306799,0.0005176744064395,0.0905453011520554,0.0761830152481259,0.140765643594893,0.019766772818361,0.0782179817124306,0.0446236466715675,0.0047293296088317,0.0368665308245003,0.0032137501532232,0.058649342005842,0.0656074570059961,0.0546202444144173,0.0027817622663698,0.002987643522645,0.002099955715887,0.0018563700500106,0.0007064069859849,0.001341086092108,0.0026693580875798,0.0006017392109807,0.0031365806822022,0.002041527955754,0.0031005536555406,0.0024211732163404,-0.0430677349166251,0.0204640385840394,0.002378284643857,-0.1267114224207345,-0.0025828812007042,-0.0836227653436971,-0.0223486595303342,-0.0494888200376665,-0.0243462441512328,-0.0854144444522112,-0.1046728651566124,-0.0653342979458476,287.6303809259625,286.76742689335526,286.2500094367334,286.0220145381615,286.59492203933047,288.5726762209735,292.38384832789114,295.4813628852109,297.1412738492783,294.74476131350053,291.8982542415061,289.5565321994942,-113.49198119306502,-75.4384554818861,-85.7876126006982,-80.31617148234876,99.79731690462884,104.89520498861457,152.74395225263422,148.6401960966076,100.74160240958884,-65.06675707146252,-165.16221168976577,-131.43092264910425,70.72919649210287,65.32402404258045,108.48745771297956,156.95788909647035,225.58508026642895,263.9354297546648,224.04595162392167,287.3232938297592,255.93235062858565,170.0397209174916,117.79958990120404,97.67041460333704,51.813554380140495,62.67567391930729,71.9195109988141,68.56614386415289,31.13410455796313,15.580213914822435,8.002131574180394,8.106322948581232,8.868637678284747,19.37212737083804,31.608898861136566,42.45586632661878,3.2883793348235654e-05,1.0667218740834044e-05,2.6925242081316223e-05,4.190585376609944e-05,2.0975329377840007e-05,2.554896373915398e-05,-1.6414258995592526e-05,2.6435974585101925e-05,3.978166405174816e-05,5.161929393624873e-05,4.380147572449295e-05,5.0014161558650375e-05,-37.354258128236445,-37.36483961580078,-37.37277683498903,-37.37851546254191,-37.37329244211147,-37.3518020241768,-37.32732896053253,-37.30265782756231,-37.27429383516919,-37.26828552562587,-37.28605497839315,-37.312087626601446,3.2883793348235654e-05,1.0667218740834044e-05,2.6925242081316223e-05,4.190585376609944e-05,2.0975329377840007e-05,2.554896373915398e-05,-1.6414258995592526e-05,2.6435974585101925e-05,3.978166405174816e-05,5.161929393624873e-05,4.380147572449295e-05,5.0014161558650375e-05,-0.0315463658378168,0.000745331828012,-0.0292089960848644,-0.1067894627667847,-0.0817926631370497,-0.0927779549763536,-0.0385655576801253,-0.0120899140677261,0.0442370838674625,0.0599099227507305,0.0626959299373157,-0.008283917772543,-0.0935020984215607,-0.0432110754760568,-0.0652986836906304,-0.1407797357326519,-0.119847003856774,-0.1498177104257974,-0.1174863773155887,-0.1163381722913665,-0.0787736390553552,-0.0674483408982201,-0.0565503074361949,-0.1049281172253193,37.691727063718346,37.72384369860419,37.7417080359653,37.79917584430829,37.81930324033016,37.76717516630091,37.589975486030006,37.5775523453131,37.68277935591904,37.68117829630913,37.659015891914656,37.64642647443059,0.0012395672636664,0.000402396194923,0.0010160725133006,0.0015843632316215,0.0007935881726433,0.0009651030963537,-0.0006149542452799,0.000994473938476,0.0014988506564784,0.001945567025038,0.0016506045280298,0.0018821958596404,56.3073347544752,68.5189316156599,78.2278718939793,77.4149737731394,31.6742583376352,14.8466630487625,7.75170711590909,7.75490469377271,8.86110411818274,19.9868114855478,33.5328236896338,44.3267096077897,-115.4374043466487,-76.0414716839723,-87.22047115189264,-82.5121126500103,98.65628645645496,103.25160375627895,154.11673313264023,146.27155373525855,96.86125941957997,-69.60468823989999,-168.4941496062832,-134.777993341245,-36.28889011115215,-36.30053221031252,-36.31219494931733,-36.3220518735849,-36.318037238453634,-36.29608562297982,-36.2714269184027,-36.246227533088565,-36.21536317729736,-36.20544220200164,-36.22154341516247,-36.25191203956126,441.07684620313256,-259.1311084026149,-706.1454395843523,261.8003528782351,-224.2265373794175,337.21781727381244,812.2855609374321,664.7205568444969,779.1384634883754,843.7560994415143,399.69927384830567,442.2085077255337,1.6005781826436822,1.4735419363332347,1.3444466783464455,1.2416662088079984,1.2750762708618135,1.5031559119789135,1.761196951188966,2.0215606567227904,2.348019969801322,2.4602947180612267,2.303544264028356,1.9953341474103776
