,NPP_ANNUAL,PoTemp_DJF,PoTemp_MAM,PoTemp_JJA,PoTemp_SON,PoDens_DJF,PoDens_MAM,PoDens_JJA,PoDens_SON,Salinity_DJF,Salinity_MAM,Salinity_JJA,Salinity_SON,upVelo_DJF,upVelo_MAM,upVelo_JJA,upVelo_SON,VEddyDiff_DJF,VEddyDiff_MAM,VEddyDiff_JJA,VEddyDiff_SON,ZonCur_DJF,ZonCur_MAM,ZonCur_JJA,ZonCur_SON,ZonWindStr_DJF,ZonWindStr_MAM,ZonWindStr_JJA,ZonWindStr_SON,MerCur_DJF,MerCur_MAM,MerCur_JJA,MerCur_SON,MerWindStr_DJF,MerWindStr_MAM,MerWindStr_JJA,MerWindStr_SON,SST_DJF,SST_MAM,SST_JJA,SST_SON,TotalHeat_DJF,TotalHeat_MAM,TotalHeat_JJA,TotalHeat_SON,Shortwave_DJF,Shortwave_MAM,Shortwave_JJA,Shortwave_SON,NetUpwardWaterFlux_DJF,NetUpwardWaterFlux_MAM,NetUpwardWaterFlux_JJA,NetUpwardWaterFlux_SON,SeaSurfaceThermostericHeight_DJF,SeaSurfaceThermostericHeight_MAM,SeaSurfaceThermostericHeight_JJA,SeaSurfaceThermostericHeight_SON,SeaSurfaceStericHeight_DJF,SeaSurfaceStericHeight_MAM,SeaSurfaceStericHeight_JJA,SeaSurfaceStericHeight_SON,SSH_DJF,SSH_MAM,SSH_JJA,SSH_SON,SSS_DJF,SSS_MAM,SSS_JJA,SSS_SON,SurfaceSaltFlux_DJF,SurfaceSaltFlux_MAM,SurfaceSaltFlux_JJA,SurfaceSaltFlux_SON,MLD_DJF,MLD_MAM,MLD_JJA,MLD_SON,NetSurfaceHeatFlux_DJF,NetSurfaceHeatFlux_MAM,NetSurfaceHeatFlux_JJA,NetSurfaceHeatFlux_SON,BaroclinicDynamicHeight_DJF,BaroclinicDynamicHeight_MAM,BaroclinicDynamicHeight_JJA,BaroclinicDynamicHeight_SON,SurfacePressure_DJF,SurfacePressure_MAM,SurfacePressure_JJA,SurfacePressure_SON,StratIndex_DJF,StratIndex_MAM,StratIndex_JJA,StratIndex_SON
RCP85_2012,36.21277306235278,285.5909347840787,285.69428906297634,285.84703155567047,285.92379278087446,1029.0616319612186,1029.060078653343,1029.033463488249,1029.024767517678,38.32066634140984,38.33505628161012,38.34059753109669,38.346713734992,2.1060358909052227e-07,1.2426800601069952e-06,-1.025705553682562e-06,-2.2017017681653166e-07,0.9387035469044216,0.3170822791154588,0.0193922094215029,0.3527030844171798,0.0003109016624532,0.0024855264673624,0.0044783968998072,0.0040076673195724,0.0843869614498268,0.0939741529342115,0.0274783684002472,0.0743764669490752,0.0035445804353506,0.003334336805841,0.0030527885331876,0.0028202771299889,-0.0581701812050726,-0.0894309127192818,-0.0274483985698961,-0.0893347749224922,286.718307242149,287.27988974652254,295.5338185947615,292.9157000343549,-116.67846598053806,50.561390820070905,136.2209285587996,-141.26928640180043,84.95614111979728,225.1041953958085,285.68139820161906,133.14248638022968,3.3292348735371844e-05,3.1225742482235044e-05,3.536228630447972e-05,4.87920071694836e-05,-37.33754685313252,-37.34101419147039,-37.27507821328793,-37.25784176769103,-0.0327379814990792,-0.0792316451141335,0.0204320952954097,0.0463348398820465,-0.1012486875571399,-0.1410814941759798,-0.1010435403756259,-0.0902750423857731,37.88894205973576,37.97787197003005,38.01221111232108,38.05386022696914,0.0012622795748215,0.0011861669007003,0.0013448176358365,0.0018572457843674,87.75812858681148,43.78520921166058,8.235707725453963,34.252095639451824,-118.4985850654465,48.80332911077984,132.90175823899682,-145.1307612409197,-36.27597803584302,-36.28622575447734,-36.2190188634025,-36.203255584941495,277.6808887399077,270.52399706782006,580.822764091793,593.7658238427059,1.5788275128840754,1.4392367052980486,2.142575375233974,2.30685813141489
RCP85_2013,33.06308082678442,285.7741955384829,285.84818774269684,285.8231738348723,285.8136542913798,1029.0503786768036,1029.046041046033,1029.0305213181982,1029.030781510526,38.34017531120383,38.34918596275662,38.33483347883638,38.33441694276928,2.2143391637804142e-06,3.996125270067901e-07,4.892568794861872e-07,1.1788645867195485e-06,0.9765914850891764,0.3160885694728449,0.0392515886520578,0.2930554185064646,0.0021651497346517,0.0042470776680873,0.001622663823697,0.0034439705565386,0.0701583360679467,0.0662712356427254,0.0317031912863963,0.036545613648537,0.0034866556485709,0.0045826588180065,0.0049566406412684,0.00428788624543,-0.0286611254260862,-0.0982060789779147,-0.0484674465986413,-0.0294555723025944,286.9253032837173,287.50912947969056,294.7215200448399,292.0236172852773,-86.25932186162035,48.61577141566232,131.92020600929064,-66.44933988728873,83.07617768787397,214.62673724122087,275.3364297068345,124.56949667763548,2.601911619143418e-05,2.628716243710893e-05,2.98056946691212e-05,2.483194710816474e-05,-37.32169765467534,-37.320059959888205,-37.25540178811751,-37.25017696577421,-0.0215197805533013,-0.1019421720419457,0.0073834991743144,0.0425938000814306,-0.0989900278732313,-0.1642245389799937,-0.1118159700254268,-0.0933955990289916,37.97299584376402,37.97125700315546,37.90121961791956,37.93099436762144,0.0009880308061572,0.0009990615165352,0.0011302762012633,0.000942307559623,88.67246287847316,41.762873445675474,10.532204612336797,29.26791114021228,-87.72481294776418,47.12307152489145,129.31366179940855,-68.37343202092767,-36.26617180082547,-36.26823256208717,-36.199224254218166,-36.1972443429616,36.73571041176789,496.07195883963385,623.4944696497263,-3.5366001834518874,1.655487880098244,1.5959644612772328,2.3226922713360323,2.355379141504724
RCP85_2014,34.08027264142741,285.8132294107377,285.73297543836213,285.71415596962674,285.70049092314326,1029.050171700236,1029.0648828592005,1029.044964781355,1029.041998715019,38.34763007392667,38.34699789407064,38.3318839646385,38.32680112426705,-1.5358137072078562e-07,8.18841372359077e-07,1.8722250338987498e-07,1.7257207761169249e-06,1.6608434470232516,1.44592241737728,0.017788370936264,0.2577380346395924,0.0048097979862486,0.0058608585115368,0.0028400979707746,0.0014117427574618,0.1617716136157944,0.0570095569100095,0.0339206107944285,0.0281694460686736,0.0034836712685711,0.0050385352152933,0.0036530845979805,0.0050701243939228,-0.1029421368265387,-0.0839207831430935,-0.0365846022997161,-0.05634214824599,286.82855671740543,287.2682443347248,295.15193019457183,293.436685842852,-229.7396097916649,4.679565330251373,146.5362562615388,-116.6745254724637,79.7240292121036,220.59676738962511,280.870145711311,125.43610826320828,4.552475288893863e-05,3.584601300729801e-05,3.200353422537805e-05,2.448001559077581e-05,-37.31898448299033,-37.352329224674136,-37.27861681556936,-37.2717818868711,-0.0583593776091799,-0.1455305904516515,-0.0077022148600478,0.0094156296595249,-0.1370850069339348,-0.2018939275333031,-0.1245619599106999,-0.1222907195383621,38.01350029700579,38.149387586518735,38.1982384097627,38.065624694812335,0.0017311190007793,0.0013679519501874,0.0012230213464192,0.0009324790581846,144.73903839490757,131.2259948494095,8.578130997741226,26.99754012467938,-232.2679987598408,2.6414949073924703,143.63426035196423,-118.52165390265212,-36.27190980778078,-36.31090997659733,-36.23290360299859,-36.22015605765759,-322.1210083374545,326.73806318450534,717.0490953397642,861.5061539049221,1.5453254542831318,1.1354814574630878,1.949492237599146,2.084533579308494
RCP85_2015,32.373762114997085,285.5839156075423,285.57395492786634,285.67897713942926,285.7529757602528,1029.068848719527,1029.0651365984636,1029.039963361549,1029.0346197354938,38.32804709003138,38.32313577826688,38.32207858110302,38.329528980804845,6.789591583321896e-07,5.470480874817691e-07,7.009235166085935e-07,2.7588192184668555e-06,2.122112449334701,0.2811478979226837,0.0488308608202295,0.2287473116188806,-0.0014413621828644,0.0006990229944303,-0.0039705753621931,-0.0018064610138758,0.1122120205550217,0.0420688814896599,0.0581646760117404,0.0199446682771096,0.0011493626828831,0.0035775482458146,0.0024268645459766,0.0032916036151851,-0.0731708102660791,-0.0293517353585317,-0.0773121315333996,-0.0746206325227132,286.5099161545535,287.7856603770579,294.08047675524233,293.08139317789994,-149.22227503488818,76.73426322892443,118.10889894264864,-82.79438198550059,78.44381093088572,214.50280630268813,282.576600241039,131.81728768129588,3.0733488261146384e-05,2.219333235872329e-05,4.313411100817036e-05,3.973002468625132e-05,-37.34265703712746,-37.33619513011488,-37.26628742525522,-37.25551552270426,-0.0763103479014941,-0.0878337566751706,-0.005928669978869,0.0237903929491056,-0.1465848962656585,-0.154837803388264,-0.1328860202994103,-0.1183130486084158,38.10504552634944,38.00548054529701,37.994888602543575,38.11329456527292,0.0011716658911703,0.0008436245838687,0.0016392513894067,0.0015140460737519,188.80947700385764,42.79048385492468,11.29469536844033,24.88084280744688,-150.8788949619438,75.41767698132644,114.45217980537156,-85.87042722133218,-36.29713174967326,-36.284373685207335,-36.21156355796101,-36.20353182860854,175.4106638803257,197.1925608185016,696.1398439409215,598.8089453526779,1.2842011342876345,1.4139496053155884,2.1708172113919826,2.2732204557231066
RCP85_2016,33.81854248761062,285.7101147312836,285.5384294351472,285.7535692581937,285.8341037726464,1029.0552013215777,1029.0669948924603,1029.036867146263,1029.0291016781302,38.33628464463367,38.32114388560939,38.32961639559563,38.33522799442263,1.906216168597281e-07,4.463685974246832e-08,-3.234754968545427e-07,7.637175169651151e-07,0.8768060760121228,0.7931072443866569,0.0419193144729474,0.2591986600107451,0.0014288573418078,0.0007650871262324,-0.0003027237255329,0.0026657020974801,0.05171761399584,0.0584410215580634,0.0530380474497788,0.044114886739227,0.0023846660292342,0.0025128220374526,0.0016286327246928,0.0033313438573183,0.0147651608795663,-0.0893652600465813,-0.0574377504592569,-0.0364126716714156,287.45967363762884,287.28146415053385,294.2312668937995,292.3925844397963,-94.98326912786445,-7.097627073771647,118.49246332511086,-84.16829541171593,81.5717124055683,212.7325925152683,285.15678411249047,117.45484762413612,1.7856069449421728e-05,3.1387014036573976e-05,3.5387047688296405e-05,1.8979430312187862e-05,-37.312951787730576,-37.3338752781307,-37.26437620828255,-37.25543830340918,-0.0287516796359887,-0.0951435086086826,-0.0035649054359141,0.0636086162956309,-0.1113747733691902,-0.1512431655118238,-0.1189200173176175,-0.0660337192976904,38.05421975582614,38.03579040689837,37.99556503121063,37.96703097693426,0.0006798536505539,0.0011948171869849,0.001344760815095,0.0007207990336149,80.22151399550113,85.88480824137237,10.736290665176496,28.786214286009983,-95.9994418891186,-8.859599136033777,115.48802849509754,-85.55423341491468,-36.26696126249021,-36.28671260414129,-36.20954955159625,-36.19708384273855,294.3064725161416,196.5656750291413,669.1277978609975,176.69640078795422,1.6254147782247486,1.3950787582680515,2.188900345598017,2.3289158629058218
RCP85_2017,36.47147264885098,285.7551977487422,285.75179667631926,285.70124669320546,285.7674439797151,1029.0521194681985,1029.0567213975708,1029.037116541415,1029.033463195842,38.33827454018264,38.341321780582575,38.32017928677069,38.32682632073799,1.7072930940489728e-06,2.3361722663449305e-07,-6.027675121778095e-07,2.8024584819832023e-06,1.4590000487812886,0.550421688753069,0.0412379721408847,0.3144565397731377,0.0016470616952825,0.0012448216269845,0.002704673439648,-0.0003576176387547,0.064452655466651,0.0934843186688778,0.0255949573817257,0.0685966740715428,0.0052029352412426,0.0033400329516246,0.0030067414665426,0.0017250369886667,-0.0545949321618701,-0.0997692320170061,-0.0344371568616723,-0.1000539764997773,286.60723959067076,287.4005340108759,295.23169694775027,291.85793387009977,-177.2202094154766,29.05908133677232,121.20863996240044,-118.3705259802634,79.95403246797461,208.47224099408663,280.8408701241486,131.59135063681404,3.736967942240945e-05,2.779987369152028e-05,4.050570669478812e-05,4.069989023399516e-05,-37.32738764419613,-37.34324684103216,-37.274471173862736,-37.27133734447175,-0.0471388491726905,-0.0742513293154429,0.0175566835291395,0.0261400172326047,-0.1176603158941339,-0.1299723525729537,-0.1014244502848873,-0.1078910452182684,37.98750191653709,38.01900797846106,37.93761735937005,37.90321049895367,0.0014198342848407,0.0010579847929345,0.001537711347998,0.0015434347681061,134.7969049679622,68.69679063965195,9.362019268375189,30.801110577247588,-179.27345068910833,27.54434523313575,117.497097207341,-121.35318795429328,-36.26955752980358,-36.28718563607746,-36.20631055270947,-36.20404078764505,-24.19538410325701,155.64502004846548,601.6542988070205,176.1561312368224,1.5647424014417235,1.3762346801443155,2.199380415441038,2.250305902509816
RCP85_2018,34.4227320039466,285.5835198865857,285.62901945329145,285.72122552359735,285.7612728859726,1029.062937657659,1029.06288003131,1029.039744114496,1029.0302811893173,38.32239235171117,38.32735885426127,38.32492972438544,38.32335558757432,1.6364410302239692e-06,2.2773439101174682e-07,-2.586198475997921e-07,-5.616080773435717e-08,1.148281808265442,0.4875384022412195,0.0359487597676793,0.2804195134750399,-0.000387849585881,0.0001493010558876,-0.0001052603216851,0.001254132659102,0.0290826699473377,0.0438142017315258,0.0381813597098131,0.0199028677199119,0.0038961261860313,0.0040872166843539,0.001241507097857,0.00359758264636,-0.0700026188735278,-0.0825408948366428,-0.039245029765316,-0.0435516046111739,286.6571273242279,287.64782650260213,293.9362713153247,292.77293595457684,-142.5577870408464,32.025837798734166,138.03174734437434,-102.52885883543308,80.47512846206806,215.06624242386715,278.1361977369045,131.74003011853992,1.8674328499554752e-05,2.949479162490922e-05,3.043693126024641e-05,3.562414229078258e-05,-37.33331903273953,-37.34388473536398,-37.28317321299015,-37.26208251350506,-0.0920148978872063,-0.1072144783786685,0.0012451753612874,0.0494103628207493,-0.1569744124418624,-0.153279518600612,-0.1059530078412583,-0.0763173471584923,38.00018164032999,37.958120060278446,38.00409529373313,37.94756745179505,0.0007107785272694,0.0011210204628511,0.0011569521386907,0.0013518307977598,108.00455129860156,50.58537170141441,10.058851137396635,26.946063909820595,-143.56968381687145,30.328233025988947,135.48889248884342,-105.30177345478316,-36.27811128115052,-36.28518846290817,-36.21809101249698,-36.19116364588026,497.3575486596232,737.8358737942826,569.7899828662494,682.9386992364589,1.4884788923943084,1.3980462500608903,2.086129795487601,2.365641141239768
RCP85_2019,30.8576097252847,285.72735196689615,285.7229255265905,285.82786531542655,285.822071840118,1029.0488538795455,1029.046923972047,1029.023754773452,1029.0240671477118,38.3296396409704,38.32773049102728,38.32792863695349,38.326251495152505,-1.050515055283271e-06,-1.33419641057496e-06,-7.263437796992328e-07,2.226664377019936e-06,0.9776415315674882,0.1544523058209309,0.0350809732335448,0.223704559059497,0.0018026997296355,0.0028368898302418,0.0052746524937226,0.0035242883818369,0.1131594646554165,0.0569985297365671,0.0314635242716747,0.0258170419225225,0.0022440052353149,0.0006035357981806,0.0011968615927789,0.0014485250089869,-0.0376179395975437,-0.0548131710729678,-0.0332246555708295,-0.0406119973864227,287.22046949168146,288.06452592986363,295.2777538593997,291.8522565764629,-123.85793784043658,70.58033557561699,124.26435707843903,-82.38028974348275,87.10471120692668,218.3959161525746,275.9292636955839,121.95407478977693,3.490036910983047e-05,2.031319359518418e-05,3.648278855181211e-05,-1.5284257594163194e-06,-37.3217592634759,-37.318256719223385,-37.25596979463039,-37.25718520457541,-0.0219101824573389,-0.0371152330571153,0.0600124450670019,0.0813479052076439,-0.0945616500184248,-0.1019871466137515,-0.0665453666841953,-0.0592137510849477,37.94017177911507,37.93906707343863,37.9531889646758,37.813887412631885,0.0013239470198927,0.000770958430491,0.0013852876916667,-4.959740845413972e-05,86.73183130492949,26.82469615667085,9.441430678161051,25.62680295427595,-125.8751125600978,69.39730140656317,120.92518006051294,-82.44949094820352,-36.25282489523024,-36.24735456561061,-36.18169099994274,-36.18050629179342,219.41613838391316,700.7511357715036,671.5997945391842,197.01665502710108,1.7288274112600457,1.745296567679717,2.41828610794885,2.4604975974122536
RCP85_2020,30.99900517748196,285.83128768322337,285.7429983824334,285.92364581545,285.91596793901414,1029.0357353940008,1029.0461866146484,1029.0173791274203,1029.0193402903858,38.33403019901879,38.32950120328668,38.33781530512563,38.33843377138791,1.3130343011742088e-06,2.430888258155395e-06,-1.3934901423609882e-07,8.575601058602816e-07,0.7720167519309954,0.2424727795911525,0.029642233009447,0.3434553531838461,0.003239355236153,0.0018507221459646,0.006127189559232,0.0047815321952993,0.0738814637032618,0.0443707999180392,0.0300304286174964,0.0487554993040013,0.0031112374542824,0.0025192218098624,0.0061679059232253,0.0038436721082761,-0.0317112754544429,-0.0788353782364091,-0.0427786230445689,-0.0904603834023386,287.4187518117382,287.6611215969686,295.3433298460853,292.0356821380533,-113.6119739147536,40.92272518445541,126.89696716372832,-132.70483202286798,80.56342718934518,200.9605316844876,280.4758523953304,127.60244690019874,2.501266688526052e-05,7.4524993626744765e-06,3.7475454302196735e-05,4.195752938885765e-05,-37.3101226481139,-37.3199074245461,-37.25208752183856,-37.25024945739828,-0.0239926756084402,-0.0518367540360456,0.0390967105177962,0.0598487943760355,-0.1071338612511518,-0.125430155390537,-0.0965011497963883,-0.0866257231461165,37.75135675704991,37.80036432729031,37.76980302453438,37.733236865691886,0.0009446752279894,0.0002824526472004,0.0014158744867062,0.0015855260601827,69.43960013369913,34.89279117895087,9.154025683223924,31.65337694428989,-115.05411624363984,40.51885858795958,123.53168800714144,-135.7936931509357,-36.23080049011946,-36.24771791170334,-36.17929016453701,-36.181528301807234,209.15421473810105,291.95664613455216,724.7546839062954,612.7018607347452,1.9812519378157372,1.8167919578338696,2.5284583236978526,2.5185538123297944
RCP85_2021,32.64436695230029,285.780699367684,285.7591593135071,285.86734526377,285.83023803959065,1029.0462969841344,1029.0506058725443,1029.0278148844843,1029.0317443618055,38.33743924535634,38.33832020084719,38.338770998672,38.33720233551988,1.951790302404813e-06,-1.4100882959229316e-08,-1.0155790447516273e-06,3.578687937628753e-06,1.1327250357946377,0.2832348109956932,0.0233611674560982,0.4076222419998265,0.0037135246844053,0.0042301034997768,0.00868111538811,0.0027699416133798,0.0541919766017503,0.0640642755384772,0.0238277887658769,0.0638960511157645,0.0037474103867272,0.0033017303642667,0.0046240263586561,0.0032800398619401,-0.0670097435538172,-0.0626012999745909,-0.0226363109666706,-0.1282205769584636,286.85799267944805,287.38399997355583,294.80220352050014,291.34028856429865,-128.1148195203009,43.02123227993432,123.68774796768685,-130.12436226987396,85.70448121794549,212.14108627155693,263.9110610763552,132.58260670539428,3.358564442938732e-05,2.489444509565456e-05,3.0311351277464417e-05,4.088309933242533e-05,-37.31168057828316,-37.31700140135976,-37.26109172952616,-37.2594578114007,-0.070919743117486,-0.0762607082333044,0.0090493349970729,0.0105692077682387,-0.1426555662422304,-0.1268242980746208,-0.1021416820139192,-0.1120137326443191,37.90658939102023,37.94611655624512,37.96193658792547,37.97142787991676,0.0012729465913444,0.000945213675942,0.0011516580940503,0.0015530013513534,98.8851417706228,39.3494724613783,8.7587769152428,36.33100769014853,-130.01894055261985,41.58912813189296,120.93107473124952,-133.08947146231787,-36.25151251765593,-36.261917074059,-36.20062784423792,-36.20510456588093,565.3751530595868,167.5074405077526,617.1510269491539,575.7365079297595,1.784796818167804,1.6360949121034098,2.252030616250362,2.2159795411363468
RCP85_2022,35.16316631636837,285.7784100766541,285.73934827376974,285.863928273781,285.83929232418114,1029.051409494834,1029.054380835898,1029.0283862703593,1029.0296744241696,38.34396325312901,38.33998797324703,38.34073251593553,38.337987244856265,1.241310139668896e-06,-6.580316967922912e-07,-4.139135658196854e-07,2.7795894307476087e-06,0.9392056779763824,0.3552308642236891,0.0403640204919931,0.2226597934670778,0.0052398558293575,0.0052071842242957,0.0079617325046678,0.0042307933198626,0.0914826827556282,0.038027865436129,0.0327271086110594,0.0098943706745808,0.0048189578400305,0.0047578079266355,0.0058794725872092,0.005245959043969,-0.0196812349364401,-0.0556626897897587,-0.0491021862052944,-0.0060196486664356,286.6655339649534,287.65021838523353,295.4468948201604,292.2852419302014,-95.10872496877826,43.05410368394782,108.34884660361848,-50.30403971856708,86.59542329609391,222.89415993364872,275.40030722179574,124.47361474129296,3.1222739090974254e-05,3.334146898288594e-05,3.337577258483147e-05,1.725793048503567e-05,-37.311050133018895,-37.31487524161641,-37.25154234125879,-37.244396943561966,-0.0362008730092113,-0.0873282878505207,0.0394819028689834,0.0569286345225129,-0.1017166553589931,-0.1400711113047987,-0.0737483298435803,-0.0718307134172195,38.01235410455435,38.0286684195045,38.01370007547405,37.98110213044495,0.0011871590382079,0.0012682909902978,0.0012696210562603,0.0006561847265073,98.56021623185649,43.25601539756887,9.939798507220551,24.42608697697783,-96.81671211664606,41.152059685402016,105.33604917882444,-51.741150712656754,-36.26614011329453,-36.26896468704168,-36.19935455584313,-36.19468585456217,-40.84654739737038,646.3595915296097,735.365591803058,-157.87660214873785,1.5733018946631927,1.5324427032422627,2.2237446507884653,2.286060059104853
RCP85_2023,33.51755868038573,285.76168341687816,285.82555391366174,285.8004060047111,285.8826474034266,1029.0494302936058,1029.0464749218952,1029.0317888765694,1029.0221587739654,38.33939307396632,38.34608560657144,38.33356516518806,38.3381631130804,6.657609465623236e-07,1.0496415810143655e-06,-5.280420037430049e-07,1.3091078772167109e-07,1.2720856119421973,0.4429922366661625,0.0364390323396844,0.2914212529130613,0.0023544884830612,0.0039611013186917,0.0056126563796594,0.0054069431622337,0.0522490329906183,-0.003317567772099,0.0517713336367342,0.0518527060389993,0.0039119272284629,0.004147201594353,0.0037373534801965,0.0032214262181716,-0.0674118677841618,-0.0649117390533104,-0.0495002089147661,-0.0421217712934449,286.84735190656045,287.81123985186457,294.5839253887068,292.36190567479355,-174.83800697780816,53.074773932407325,122.6650777980516,-80.68228604635536,89.29651902300647,215.29588653570391,278.0111209651305,140.14530701968198,4.437142816864129e-05,3.081279432719117e-05,3.261051754683307e-05,4.3319032118245e-05,-37.302791300506016,-37.3128726589527,-37.25127060951697,-37.2338495488748,-0.0404824320790018,-0.0949108651870468,0.0288415258003134,0.0692879409659519,-0.1094404652688826,-0.140227539558085,-0.0762454463478631,-0.0501922412480957,37.99204184878016,37.96593165634475,37.9719597571382,37.885584112035644,0.0016865004952871,0.0011710887981398,0.0012390686954097,0.0016409225854469,111.93265838570412,55.997322284996834,10.476040203016472,29.654446098924268,-177.31335580664427,51.34300687275113,119.83430648979656,-84.05704646948598,-36.25437346218068,-36.26101366019056,-36.1976761686624,-36.177480915409184,60.71557976736676,689.4635700043432,574.889148104504,581.638224169742,1.6507566336439852,1.5559352870045102,2.22602088175183,2.4548514756697486
RCP85_2024,32.689267585715896,285.8598812794041,285.8189614422389,285.9302391654328,285.96977191183674,1029.042092876604,1029.0488297613676,1029.0226180280165,1029.0162665796668,38.34916649987639,38.34835685043128,38.347355944191406,38.34844912096972,-2.981294246315372e-08,8.539909046730381e-07,-1.1170845842358155e-06,1.1710668077090753e-06,1.1137944698316762,0.3068635930784357,0.0289230199001457,0.2714173316991061,0.0047830341086039,0.004682991170693,0.0062691509550578,0.003875045286019,0.1101523902985919,0.0672753668387174,0.0398457110064694,0.0387843039418814,0.0022048096330009,0.0036585930833903,0.0056561562314864,0.0036848669617462,-0.0730055031757288,-0.0559651393282282,-0.043350665436169,-0.0544761719854689,287.22844223663765,287.6119124966351,295.0314552216189,292.88913240253027,-154.05608051063314,54.21784392322269,117.64230684092082,-96.61889639743984,83.61647000759018,205.05768367942576,283.13571400139995,132.6364739704171,3.7306789829932175e-05,2.1318818900258982e-05,4.074073136758667e-05,4.138194662618293e-05,-37.2983902889141,-37.308125252092026,-37.23829401193706,-37.22477856457383,-0.0148292927884721,-0.0480288774222229,0.043650650048012,0.0813145602644878,-0.0858993569707822,-0.116546964121868,-0.0883710908954128,-0.0611746194465089,37.9924274734731,37.98716981170655,37.91688230644721,37.87131506355592,0.001417795413021,0.0008108945500468,0.0015451555211761,0.0015681910653844,103.98077192177176,42.13348008986892,9.224214757897538,27.35170946273404,-156.19447237171877,53.043219655318886,113.92589875845432,-100.02462225375544,-36.25032465899443,-36.26442503986469,-36.19009166155161,-36.17443338656581,-49.52235293476192,32.226875199960126,560.9349869179895,735.3312332247864,1.7014593963891629,1.544541757146027,2.31294788439784,2.4753585759905365
RCP85_2025,31.838848327152157,285.84018674711615,285.789621980858,285.6890549965934,285.7450259876382,1029.0439008581764,1029.0523052983426,1029.034801301912,1029.0325257197014,38.34780352603936,38.3454714662351,38.31967678024105,38.32588902704881,-2.383344089449273e-07,1.1483872092475926e-06,-4.775992472536912e-07,1.3014309540343472e-06,1.4586324862900903,0.754541993342322,0.0336877456919893,0.2347368789888426,0.0034040934235301,0.0018222903108988,0.004153437238486,0.003038232430611,0.0879516131555189,0.0316140725241511,0.0173995067342751,0.0348095838353336,0.0031911362172338,0.0020208218842652,0.00234303371008,0.0030779290589159,-0.1229200688708311,-0.0652365193884061,-0.0429183580605683,-0.0440437629884096,286.9343583551212,287.61234479603763,295.6990386528531,292.4682678806747,-208.31777413639688,42.70673974261844,130.82792185609154,-89.69128920103229,79.90671650928928,202.5013890337938,264.3209473935822,121.244266771524,4.5060466417152255e-05,1.96858655377948e-05,2.540685145334758e-05,1.1205562700714153e-05,-37.293710770590806,-37.32230447460218,-37.25332692346071,-37.24572953605104,-0.0518005396143157,-0.0804729713507826,0.0168323920062397,0.0569733740581867,-0.1259550311633785,-0.1339379820762617,-0.0995785729121695,-0.0779135946757902,37.9296584766407,37.94515427552248,37.75918628491723,37.722255507306485,0.0017095010884072,0.0007489713919999,0.000959691058772,0.0004236234261032,125.27001600433488,87.21443567364656,8.222074711957351,24.665819062508486,-210.8602111762897,41.55753217112704,128.49260284607595,-90.55307154039332,-36.24903573937483,-36.27370055190236,-36.19336371591181,-36.18965709920907,700.3590319831237,464.07506215463,724.0413809897183,-188.2881861628649,1.7014730600131274,1.407048860815323,2.2628789463465493,2.330338434123941
RCP85_2026,30.459054657018797,285.6597718303032,285.68854881433526,285.81252514691704,285.8264910036611,1029.055819644628,1029.056522497919,1029.0297014033936,1029.029511594954,38.32958303946673,38.33466442919721,38.334913101524336,38.337126111847326,9.983770026533534e-07,-2.117286226705898e-06,-6.724127234227879e-07,1.2365850894946774e-06,1.0302702424506802,0.3949676433376735,0.0470799686528696,0.2926886753870695,-0.0010909255527395,0.0026268203342419,0.0045864710944053,0.0008016600953251,0.0443011731910086,0.074323276023382,0.0453734339323199,-0.0121249766398115,0.0030505989696304,0.0039364209053262,0.0036347304794389,0.0034296260562147,-0.0899644111150641,-0.0074251390361481,-0.0646959151424771,-0.1091009199108397,286.65313827198133,287.65104471045845,294.4709067140764,292.9149986674862,-178.92581500530483,71.97240737188805,118.6244537682192,-140.88202566207113,74.33519651660332,223.34919370423611,278.04951737642915,129.16764730008845,2.1884629349862774e-05,2.9393103200563063e-05,3.763792098995076e-05,3.172371591381051e-05,-37.30694377642823,-37.31134597173956,-37.23973866355277,-37.23765829820218,-0.0853627354552323,-0.071654829098249,0.0226030618108267,0.0100115293123218,-0.1538421887298772,-0.121009315951615,-0.0918468628977735,-0.1213002720662898,37.80099443075984,37.82949654045205,37.86675174107578,37.80915618378187,0.0008271887910298,0.0011124884910321,0.0014255958420713,0.0011998657091275,95.15045193345694,50.701388092649246,11.211780418861132,27.80364635116987,-180.1320865912275,70.24657074842692,115.38285491810284,-143.26649352051004,-36.25814136690897,-36.26563080588745,-36.19010284339115,-36.19058094124167,33.42672103713778,170.61572080663788,585.3621417819642,735.8455727493814,1.6120162148177448,1.5231378495765373,2.309997525664301,2.3225255496739283
