,NPP_ANNUAL,PoTemp_AnnSea,PoDens_AnnSea,Salinity_AnnSea,upVelo_AnnSea,VEddyDiff_AnnSea,ZonCur_AnnSea,ZonWindStr_AnnSea,MerCur_AnnSea,MerWindStr_AnnSea,SST_AnnSea,TotalHeat_AnnSea,Shortwave_AnnSea,NetUpwardWaterFlux_AnnSea,SeaSurfaceThermostericHeight_AnnSea,SeaSurfaceStericHeight_AnnSea,SSH_AnnSea,SSS_AnnSea,SurfaceSaltFlux_AnnSea,MLD_AnnSea,NetSurfaceHeatFlux_AnnSea,BaroclinicDynamicHeight_AnnSea,SurfacePressure_AnnSea,StratIndex_AnnSea
LABEL,Annual net primary production (gC $\text{year}^{-1}$),Annual potential temperature (K),Annual potential density (kg/m$^3$),Annual salinity (psu),Annual upward velocity (m/s),Annual vertical eddy diffusivity ($m2/s$),Annual zonal current (m/s),Annual zonal wind stress (N/m$^2$),Annual meridional current (m/s),Annual meridional wind stress (N/m$^2$),Annual sea surface temperature (K),Annual net downward total heat flux (W/m$^2$),Annual net downward shortwave flux (W/m$^2$),Annual net upward water flux (mm/s),Annual sea surface thermosteric height (m),Annual sea surface steric height (m),Annual sea surface height (m),Annual sea surface salinity (psu),Annual surface salt flux (Kg/m2/s),Annual mixed layer depth (m),Annual >net surface heat flux (W/m$^2$),Annual baroclinic dynamical height (m),Annual surface pressure (Pa),Annual stratification index (s$^{-1}$)
UNIT,g / yr,K,kg / m^3,,m/s,m^2 / s,m/s,N / m^2,m/s,N / m^2,K,W / m^2,W / m^2,mm/s,m,m,m,,kg/m^2/s,m,W / m^2,m,Pa,s^-1
HIST_1994,33.4442703416498,285.7978244105823,1029.0434193246558,38.340987551112455,3.834691584282254e-07,0.43215064164685546,0.003971070258470819,0.06029710155931517,0.0018968251101190011,-0.05414248132653328,289.5831114486872,-25.026117345609453,167.64462995961495,2.4288517471676734e-05,-37.29606260819155,-0.019781553992040908,-0.08640028868036286,37.718042279406596,0.0009169459652787477,42.94770328744841,-26.555222464205904,-36.2472762040156,287.40258279054945,1.9043124349894955
HIST_1995,32.97526127985182,285.72090171534734,1029.0546854250847,38.33737039592989,1.4912685372529545e-06,0.5313972637784901,0.002686520880371364,0.05448899990064847,0.0032086254981699143,-0.0645719007805752,289.9241105060628,-36.93363789394773,172.73155030405013,3.145216747398079e-05,-37.325869680959926,-0.04356185471487351,-0.10776876225205369,37.83904690039343,0.001190712686733015,52.68177310914928,-39.15589224468436,-36.27565363868985,299.9227032426438,1.617769952119383
HIST_1996,36.73731599245168,285.6681603716712,1029.0590102518634,38.33194685762977,3.0806399931835937e-07,0.5292738457583699,3.1714372547490106e-06,0.04094940554314838,0.0019045080273439852,-0.06679518836101932,289.8417795678273,-18.193792287212172,173.55633872305933,3.2253231828032355e-05,-37.3351570647288,-0.04920060021320676,-0.1202220957888222,37.83257553324103,0.0012207480704682363,54.14099670125154,-20.382531846586915,-36.28193408578507,531.967646991572,1.563723219210872
HIST_1997,31.866547262868792,285.6605540283401,1029.0579608819235,38.32973441370804,6.627037087369419e-08,0.5461247438340224,-0.0006558391816188037,0.05747207612425607,0.0015139808218796397,-0.058908989772371655,290.1481645295636,-24.830973981526594,171.1953984172295,3.0822544111841585e-05,-37.334295455030485,-0.043044951020073496,-0.11104141370926746,37.88381026976331,0.0011680598438165762,56.77585686719862,-26.94906386589203,-36.27790583277739,377.4763106138191,1.5904480771438534
HIST_1998,30.73327750955997,285.75002743456577,1029.0506703057342,38.3357787008748,1.08762758999868e-06,0.4459695051146711,0.002979001550043479,0.05202146593731387,0.0035700390603342867,-0.07584275050341455,290.0184550015537,-28.9964672559483,176.85896144896003,3.3848200767061144e-05,-37.33135160645193,-0.0296127048746318,-0.10773512073536148,37.87557472151317,0.0012828448266132284,43.819985313882974,-31.341293626739212,-36.26810483628297,316.40537512648564,1.6924415894444123
HIST_1999,32.746070524263644,285.73573567567786,1029.0504425488773,38.33455904292187,7.084405120416351e-07,0.37783131479113985,0.002795099396643191,0.04051336957373611,0.0029225510680336046,-0.05225701775424477,290.41463087424455,-10.729584302898859,174.86449760581183,2.83737924622834e-05,-37.321778001328845,-0.03174433072725012,-0.1135636869803204,37.765895929184786,0.0010728355258763742,38.75715091771914,-12.759304714236805,-36.26272391053283,410.2918697469221,1.7601374398110037
HIST_2000,29.194812566183767,285.72518859602,1029.0494424819185,38.332788646049224,4.932100056376072e-07,0.3271594977801677,0.002609797558750461,0.044635602290133816,0.0028880698896722712,-0.036009508468557175,290.035669549617,-13.103549673957875,166.5237200943443,2.2301696216681273e-05,-37.31236624997016,-0.010627387760527898,-0.09972280764174225,37.66787720657085,0.0008411929414874275,35.0908006635309,-14.618080374074413,-36.25549752512724,33.11495630048114,1.8491217149981791
HIST_2001,31.831984689888067,285.76911120690596,1029.0452410571156,38.33563131149507,2.870946937525049e-07,0.36648864090163563,0.0031843875901679383,0.05323506959085897,0.0042659868372011776,-0.05974881522854576,290.2947047893397,-18.36260632911858,174.3556028922859,3.0228984001193863e-05,-37.30890227198728,-0.0032254664177732255,-0.10204315058993003,37.68129915082574,0.0011393463171528936,38.50052867324166,-20.487043166422087,-36.24885502515159,436.8617534108664,1.9081506923805636
HIST_2002,30.012200651364758,285.83344604992936,1029.0385652468665,38.339830340368884,9.943412100172252e-07,0.40119419094879427,0.004147522059366308,0.04734562525529609,0.0035707250521646743,-0.04894015297148148,290.4657924486338,-15.274378997099326,173.89177940335443,2.71091915861576e-05,-37.30280097972912,-0.0032859960967570427,-0.09857682449328535,37.740622900183716,0.0010235475978915053,39.34123560428404,-17.15003564158708,-36.238966353359814,338.47606878216897,1.9826005571027405
HIST_2003,29.432917877505822,285.74900949469674,1029.0426253725363,38.33029755382697,9.794473856538734e-07,0.3698261277613837,0.00443420468545598,0.055519340910434,0.0028412014143352872,-0.05067339681576702,290.01638470381585,-12.458652992066735,175.36838592796275,2.505820066783213e-05,-37.30055965613351,-0.00400619618705567,-0.09666431795727976,37.674568641145825,0.0009445594093693079,42.0858469019108,-14.150822979583744,-36.23629225734833,200.9135680231933,2.0061423848480353
HIST_2004,32.233026367717166,285.7715408947028,1029.046577983845,38.33871112038202,7.644040153688417e-07,0.45214095502696816,0.0036769345803733897,0.05927144569036467,0.003989596389287099,-0.062294415173849954,290.02406995454425,-18.09852431347214,175.07325750228455,3.218325335181505e-05,-37.30151039228446,-0.017402756621526017,-0.11688294318449242,37.78676955757941,0.0012155388714047634,45.07197641022614,-20.408085984410587,-36.25036836789067,278.2578752372483,1.8692752846240013
HIST_2005,30.720422049654275,285.79657341928913,1029.0391272355532,38.33680577556691,-1.2961242270254263e-07,0.39102628537917955,0.00546789728463388,0.04269390537720608,0.004455911401431624,-0.039742941315816994,290.97412614097914,-9.980948704482632,176.18478401119413,2.804603009232986e-05,-37.28248109456408,0.004273392444554635,-0.09726900903981961,37.81379253298766,0.0010619010254496247,40.61884973831665,-12.02548592609553,-36.227841111208214,385.6170135451948,2.04442346194748
RCP85_2006,30.54555004707557,285.77997660493617,1029.0402613316217,38.33430675615226,8.884277065566319e-08,0.5010751652400637,0.003713295546354938,0.05397261210374562,0.002747461145729326,-0.0823434888261292,290.36850295480804,-38.884201757125936,172.42265959745893,3.3935090292334e-05,-37.28789214942501,-0.012836625270851512,-0.10592567332617217,37.84166136457324,0.0012841197983032853,49.02023074277294,-41.189242957350274,-36.23012386897043,368.99658709693546,1.9999416944836756
RCP85_2007,32.7709498471195,285.7397730150823,1029.045725450226,38.331513579185874,1.539352923693625e-06,0.5792572982960631,0.0029252366503677205,0.05359678056833456,0.0025631295177323023,-0.059801591018323046,290.1479092313537,-22.597839478937647,174.79049014023803,2.7931250799780155e-05,-37.303918678903784,-0.027694856195704377,-0.1183306725258874,37.82891251900254,0.001057158832949304,55.94126642049806,-24.582924835797606,-36.2434931094141,316.3454769410275,1.8936462931557783
RCP85_2008,32.510884200387856,285.6449199057366,1029.0549813784867,38.32633234321547,7.600185655455953e-07,0.5506789344516682,0.001049864702518399,0.05757243501275587,0.0029973880427412686,-0.05974315247074767,289.9136918789618,-30.90230599146931,171.67058484623453,2.6669393991913362e-05,-37.312806103901565,-0.03968029119607062,-0.13519782254920476,37.81265276023215,0.001009992906088714,57.38493290881787,-32.67057156521835,-36.260411959809,314.07932102364566,1.7308867764840419
RCP85_2009,31.2463775512209,285.69918578244307,1029.0470307705223,38.32771912147532,2.4786429351882383e-07,0.33007885364232786,0.002345276381889326,0.04298228666160789,0.002415122415806546,-0.05521029048738212,290.54601602993677,-5.494811698088295,175.1877590410358,2.8478377095193688e-05,-37.29704717464373,-0.019531803453337715,-0.12155628684802179,37.879141335864205,0.0010790663414493513,35.32804327734627,-7.521902678123649,-36.24012738499856,556.507208867884,1.9160703279541869
RCP85_2010,31.84424980269296,285.78233479108275,1029.0392439265365,38.333074692700514,2.8494326421416576e-07,0.4533741408610053,0.0036914262972154023,0.041077179090069006,0.003929532748743906,-0.039911660926338244,290.45353400699,-22.033814716314478,169.6904166580628,2.8586525804281975e-05,-37.29024206803895,0.0066706454441392265,-0.09612205921576442,37.787073212630936,0.0010809558378340124,46.51163017190076,-24.156224114830895,-36.22791347577528,212.49431483337096,2.0362670130865483
RCP85_2011,33.84739677880608,285.7009542608122,1029.0495054571252,38.327953301468824,1.3927045736799055e-06,0.6330022652702483,0.0035272571750543523,0.057861366381989285,0.003165271425825119,-0.086752620992085,290.15413907461254,-42.19952718257747,180.60069065966925,3.647129377917515e-05,-37.31684249459017,-0.04571994141996442,-0.13277057584604074,37.86727605848169,0.0013811609261505657,60.37496828478629,-44.629918164315626,-36.25267108660334,576.948294251823,1.7977500030919416
RCP85_2012,36.21277306235278,285.7640120459,1029.0449854051221,38.335758472277156,5.185197967460599e-08,0.40697027996464075,0.0028206230872988595,0.07005398743334021,0.0031879957260920917,-0.06609606685418572,290.611928904447,-17.791358250866992,182.22105527436364,3.716809617289255e-05,-37.302870256395465,-0.011300672858939124,-0.10841219112362968,37.98322134226401,0.0014126274739314692,43.50778529084446,-20.481064739147385,-36.24611955966609,430.6983684355567,1.866874431207747
RCP85_2013,33.06308082678442,285.81480285185796,1029.0394306378903,38.33965292389153,1.070518289248235e-06,0.406246765430136,0.002869715445743699,0.0511695941614014,0.004328460338319005,-0.051197555826309186,290.2948925233813,6.95682891901097,174.40221032839122,2.6735980101457262e-05,-37.286834092113814,-0.01837116333487549,-0.1171065339769109,37.94411670811512,0.0010149190208947288,42.558863019174424,5.084622088902041,-36.2327182400231,288.19138467941906,1.982380938554058
RCP85_2014,34.08027264142741,285.74021293546747,1029.0505045139525,38.33832826422572,6.445508202862727e-07,0.8455730674940971,0.003730624306505471,0.07021780684722656,0.004311353868941966,-0.06994741762883462,290.6713542723885,-48.799578418084614,176.656762644062,3.4463578928097625e-05,-37.305428102526236,-0.05054413831533857,-0.146457903479075,38.106687747024885,0.0013136428388926733,77.88517609168443,-51.12847435078405,-36.25896986125857,395.7930760229343,1.6787081821634648
RCP85_2015,32.373762114997085,285.6474558587727,1029.0521421037583,38.32569760755153,1.171437495222352e-06,0.6702096299241237,-0.0016298438911257884,0.058097561583382945,0.002611344772464919,-0.06361382742018093,290.36436161618843,-9.293373712203923,176.8351262889772,3.394773907857284e-05,-37.30016377880045,-0.03657059540160706,-0.13815544214043723,38.05467730986574,0.0012921469845494622,66.94387475866738,-11.719866349144493,-36.24915020536253,416.8880034981067,1.785547101679578
RCP85_2016,33.81854248761062,285.70905429931776,1029.0470412596078,38.33056823006533,1.6887512417819218e-07,0.49275782372061805,0.001139230709996877,0.05182789243572732,0.002464366162174521,-0.04211263032442188,290.3412472804396,-16.93918207206029,174.22898416436578,2.5902390371619995e-05,-37.291660394388245,-0.015962869346238633,-0.1118929188740805,38.013151542717345,0.0009850576715622272,51.407206797015,-18.73131148624238,-36.24007681524157,334.17408654855865,1.8845774362491596
RCP85_2017,36.47147264885098,285.7439212744955,1029.0448551507563,38.33165048206847,1.0351503226222146e-06,0.591279062362095,0.0013097347807901236,0.06303215139719937,0.00331868666201916,-0.0722138243850815,290.2743511048492,-36.33075352414181,175.21462355575596,3.659378751067825e-05,-37.30411075089069,-0.019423369431597316,-0.11423704099256088,37.96183443833047,0.0013897412984698702,60.914206363309226,-38.896299050731216,-36.24177362655889,227.31501649726283,1.8476658498842233
RCP85_2018,34.4227320039466,285.67375943736175,1029.0489607481954,38.324509129483054,3.8734869147539163e-07,0.48804712093734515,0.00022758095185588202,0.032745274777147185,0.003205608153650607,-0.05883503702166515,290.2535402741829,-18.757265183292745,176.3543996853449,2.855754841887324e-05,-37.30561487364968,-0.037143459520959515,-0.12313107151055633,37.97749111153416,0.0010851454816428025,48.8987095118083,-20.763582939205563,-36.24313860060898,621.9805261391535,1.834574019795642
RCP85_2019,30.8576097252847,285.7750536622578,1029.035899943189,38.32788756602592,-2.2109771713438195e-07,0.34771984242036524,0.0033596326088592464,0.056859640146545265,0.0013732319088153768,-0.041566940906940957,290.6037514643519,-2.848383732465823,175.84599146121553,2.254198137435261e-05,-37.28829274547627,0.020583733690047897,-0.08057697860032986,37.91157880746535,0.0008576489333991125,37.15619027350934,-4.500530510306302,-36.21559418814425,447.1959309304255,2.0882269210752167
RCP85_2020,30.99900517748196,285.85347495503026,1029.029660356614,38.334945119704756,1.1155334127384465e-06,0.3468967794288603,0.003999699784162282,0.04925954788569976,0.003910509323911579,-0.060946415034439906,290.61472134821133,-19.624278397359454,172.40056454234048,2.7974537484747346e-05,-37.2830917629742,0.0057790188123364675,-0.10392272239604844,37.76369024364162,0.0010571321055197317,36.28494848504096,-21.699315699868627,-36.20983421704176,459.6418513784235,2.2112640079193135
RCP85_2021,32.64436695230029,285.80936049613797,1029.0391155257423,38.337933195098856,1.1251995780806773e-06,0.46173581406156394,0.004848671296418029,0.05149502300546727,0.0037383017428975914,-0.0701169828633856,290.0961211844507,-22.882550385638424,173.58480881781296,3.241863503373291e-05,-37.28730788014244,-0.0318904771463697,-0.1209088197437724,37.9465176037769,0.0012307049281725505,45.83109970934811,-25.147052287948814,-36.22979050045844,481.44253211156314,1.9722254719144807
RCP85_2022,35.16316631636837,285.80524473709653,1029.0409627563151,38.34066774679195,7.37238576951132e-07,0.3893650890397856,0.005659891469545955,0.043033006869349424,0.005175549349461084,-0.03261643989948223,290.51197227513717,1.4975464000552368,177.34087629820783,2.879947778593183e-05,-37.28046616486401,-0.006779655867058948,-0.09684170248114793,38.00895618249446,0.0010953139528183714,44.04552927840594,-0.5174384912690897,-36.23228630268538,295.75050844663986,1.9038873269496936
RCP85_2023,33.51755868038573,285.81757268466936,1029.037463216509,38.339301739701554,3.2956782788883885e-07,0.5107345334652764,0.004333797335911551,0.03813887622356323,0.0037544771302960582,-0.05598639676142086,290.4011057054813,-19.94511032342615,180.6872083858807,3.777844304022763e-05,-37.27519602946262,-0.009315957624945827,-0.09402642310573164,37.95387934357469,0.0014343951435709223,52.015116743160426,-22.548272228395643,-36.222636051610706,476.67663051148895,1.9718910695175185
RCP85_2024,32.689267585715896,285.8947134497281,1029.0324518114137,38.3483321038672,2.1954004642078604e-07,0.430249603627341,0.004902555380093487,0.06401444302141508,0.003801106477405997,-0.05669936998139875,290.6902355893555,-19.703706535982366,176.11158541470826,3.518707168099019e-05,-37.267397029379254,0.015526760025451206,-0.08799800785864301,37.94194866379569,0.0013355091374071325,45.672544058068056,-22.312494052925253,-36.219818686744134,319.7426856019935,2.0085769034808916
RCP85_2025,31.838848327152157,285.76597242805144,1029.0408832945332,38.33471019989108,4.334711267708303e-07,0.6203997760783112,0.003104513350881514,0.04294369406231973,0.002658230217623791,-0.06877967732705383,290.6785024211717,-31.118600434679795,166.99332992704734,2.5339686527252198e-05,-37.27876792617619,-0.014616936225168011,-0.10934629520690001,37.839063636096725,0.0009604467413206328,61.34308636311182,-32.84078692487002,-36.22643927659952,425.04682224115174,1.9254348253247353
RCP85_2026,30.459054657018797,285.74683419880415,1029.0428887852236,38.334071670508905,-1.3868421449516382e-07,0.4412516324570732,0.00173100649280826,0.03796822662672478,0.0035128441026525976,-0.0677965963011323,290.4225220910006,-32.302744881817176,176.22538872433927,3.0159842363546775e-05,-37.273921677480686,-0.031100743357583203,-0.12199965991138892,37.826599724017385,0.0011412847083152363,46.2168166990343,-34.44228861130195,-36.22611398935731,381.3125390937803,1.9419192849331277
RCP85_2027,33.76685608365597,285.84619413322554,1029.0401086459497,38.3493629042113,3.142709895935339e-07,0.34176999624329896,0.004220385325538797,0.033896156651633945,0.003829536263863104,-0.04099338631218051,290.6472946849639,-2.0960165692584702,174.43693158294786,2.6446891488042787e-05,-37.26417140312452,-0.02950281012011947,-0.11623393901486562,37.95402299465777,0.0010045864100626473,38.9078691187924,-4.102074241340137,-36.231202765247986,496.173520720231,1.8908216752771516
RCP85_2028,31.20056647511725,285.88760446771676,1029.032962687733,38.350966223637236,5.780674728698688e-07,0.3355865811226798,0.005908839523635197,0.034273978466390395,0.005232201584538451,-0.03520682647929062,291.063165647756,-3.841700877363742,176.40427261074674,2.7422422988637148e-05,-37.243387887682054,0.007390913193368211,-0.09300164801631007,37.85327426975387,0.0010399416704589845,34.707307093616,-5.844575371260682,-36.21176680000635,601.9741581169503,2.0364784314290514
RCP85_2029,31.98752905429473,285.8376075322582,1029.0344482493167,38.345683050912065,-5.369568233544624e-07,0.3906870534718705,0.0031469394074683343,0.05761536024585159,0.003078064670695476,-0.06611204747497519,290.6818272585748,-28.789255922333407,174.56189713777857,3.1179619075196875e-05,-37.23433863537769,0.006609679741237757,-0.09074171186716912,37.776606719440935,0.0011790340140720521,42.37956305086361,-31.071663797312336,-36.20548049986074,444.41597461984804,2.091362469704096
RCP85_2030,32.20395178388378,285.82870082812195,1029.0353194981835,38.34626852544179,-6.135242938160205e-08,0.3985723625169785,0.00406755232117224,0.05886913968391245,0.002975553416852967,-0.05570670322091424,290.79310504942447,-19.51619983742386,174.7568402568531,3.4678771955700666e-05,-37.22792062002161,0.028509396117929194,-0.07657272972065048,37.903996595752574,0.0013150160836054464,39.712373476027906,-22.031136577221282,-36.2045488137638,161.00280856434796,2.077398133445492
RCP85_2031,35.41041906610249,285.8304585221574,1029.0410974586957,38.35369720269491,8.787418813013828e-07,0.40344854081808956,0.003528907282972808,0.04813242986838811,0.004422788576567855,-0.055831267265782435,290.74852940849127,-14.969881887010668,178.12214471908817,3.7298961923042055e-05,-37.226120829669924,0.01725815908944705,-0.10235953217963104,38.022693190189976,0.0014182261180511644,42.08076056276792,-17.666770489485454,-36.21983297463327,494.52641348698273,1.9205754515124966
RCP85_2032,32.62599708399649,285.9295970837273,1029.0304408982538,38.35946423045573,3.7363059560911826e-07,0.4607497660250881,0.004020131747709813,0.04862121062108616,0.003554950785828059,-0.05107241444259773,290.8551001214748,-17.572335363094577,174.38399769103097,2.68987830172037e-05,-37.215242949325685,0.031885953590594755,-0.0848126125648896,37.80382550087265,0.0010168203092858453,48.48567051673501,-19.62136610986569,-36.202730027717145,359.3249567604858,2.0930624187833127
RCP85_2033,28.518161379621034,285.9379792984494,1029.027542064889,38.35989896128031,1.4494899800430078e-06,0.32252708205013725,0.0022462766532618654,0.0437258389724029,0.004701793100990399,-0.06120219872062495,291.533290395856,-23.173343528038345,173.00312813642816,2.74810133704128e-05,-37.20000832333859,0.031334506270678124,-0.0911931824086796,37.81085198241175,0.0010399505105899314,34.10681799563402,-25.189151452659942,-36.19168841682822,426.9780642227386,2.231654998947338
RCP85_2034,29.304130920901308,285.8382669253024,1029.0375572281998,38.353108515606266,-3.739265861542239e-07,0.5044810983885762,0.003277188338033056,0.05140941416001501,0.0030132462604258742,-0.057254217832646,290.6014362711443,-22.589312938270908,179.06573057626892,3.436145253699185e-05,-37.21124077008518,0.009305934022955185,-0.10022239014027255,37.94553625089857,0.0013036834684889832,52.61755626469303,-25.147566070250218,-36.20659715138271,319.11259221611203,2.0203190367759754
RCP85_2035,32.00660297348215,285.8254965801201,1029.035004682653,38.348058912068794,7.053072742673979e-07,0.40426363499579326,0.003936509290067706,0.059781320410598034,0.0026898993783772045,-0.06056755398109254,291.152848288573,-26.01779459595719,174.86520114760216,3.4703466668452135e-05,-37.21134333482678,0.04144408026464062,-0.07223303380632902,37.97591976178505,0.0013179088030825892,43.52007912888391,-28.55960980319657,-36.197881072596665,365.1737935368982,2.076489202641268
RCP85_2036,31.37326237302327,285.9176679467149,1029.032092615669,38.36009269308694,1.150026207048817e-06,0.4179163607389988,0.0034240850117267323,0.057534786183307166,0.004018656708050671,-0.06112017360335412,291.0174992151356,-26.8268353770852,172.43961990657633,3.433594774155007e-05,-37.20712769800838,0.04182542340454204,-0.08293608816831859,37.9570314251271,0.001303913450319492,43.068422536075566,-29.396250967371454,-36.201236739352126,254.0139701141613,2.0847425253072673
RCP85_2037,32.221447919688835,285.9466167149821,1029.0304100063004,38.364008544519606,1.5793792815815535e-06,0.3484438397380456,0.002722871484100557,0.03847805037632442,0.0038374539819127085,-0.05036896029955729,290.88448991972905,6.798684559477524,176.261164398498,2.5459629479136667e-05,-37.20315020075282,0.030968530839497965,-0.09671971827782332,37.88103700769242,0.0009651429745773663,38.01344595546856,4.86952316725618,-36.200974278162725,484.0176843307191,2.1047958451503894
RCP85_2038,29.34958773257363,285.98406686142346,1029.0218863224943,38.36303274657858,-3.423094374120427e-07,0.33825688310375934,0.0024943614990982576,0.05989736017511256,0.004187378347508878,-0.03827025660734489,291.09732400342926,-18.18754150792492,169.78878050540166,2.7609999190859785e-05,-37.18872544544359,0.0630528560381817,-0.06892623197584233,37.79353852055498,0.001044032563055782,36.33907139312929,-20.11336272160295,-36.18037345537944,88.5869276815371,2.3039949203583054
RCP85_2039,28.401570073749134,285.98292495115743,1029.0199820965452,38.36103292112988,1.1897212003865626e-06,0.3946712277694252,0.0019354891982197569,0.02174842605967258,0.0027111743155891696,-0.05856742638700238,291.39951275011504,-25.139762623548386,173.6092147050211,2.9772300539124117e-05,-37.18392992587438,0.052043745003329325,-0.07983806647184843,37.82841885425922,0.0011262661949645008,39.76937603538459,-27.412950298723946,-36.17285492440802,534.5313745361228,2.332122165141242
RCP85_2040,29.185757539331107,285.9548514790924,1029.0223786069087,38.360623780489995,1.9645261341014883e-07,0.3016156943295075,0.0029602515971683266,0.03909053771447164,0.0026700860446470286,-0.0494172117270907,291.32278166714605,1.9132998016566738,179.87964643296385,3.2100054089555976e-05,-37.16678392576282,0.056363268691518434,-0.06949275189775357,37.82068016200835,0.0012151373191464719,32.16867386758204,-0.503845964535536,-36.167283647807324,622.1213321857339,2.4175846280962334
RCP85_2041,31.93691350655172,286.0120707172797,1029.0214842874557,38.370323282914775,2.7184294105400587e-07,0.4141042831772687,0.0034385960196879088,0.05918534803032315,0.0036015228155655723,-0.046639755514324956,290.89982562069855,-13.303297171060766,175.17841230806752,3.2287305891514685e-05,-37.163664448675604,0.06942477682953768,-0.06380745681598006,37.985691110990324,0.0012274984006357499,42.655472578640676,-15.643986411285148,-36.17401514398649,348.36259722627335,2.311331593309699
RCP85_2042,31.678306988982367,285.94377004656627,1029.0323126702365,38.36872993539258,1.2604953970359648e-06,0.8121929239729255,0.0054152471863678124,0.07347085789083899,0.0027903681795122546,-0.09321151192945534,290.69676060111897,-32.79491293033577,177.41451550005348,4.281246973638969e-05,-37.18351896262252,0.025197647987610487,-0.09423371582165006,38.0794064432391,0.0016308533990682717,76.17246578981697,-35.804661933489925,-36.19913652717403,506.1650724805544,2.0174033567422835
RCP85_2043,32.60576551581113,285.9073353275617,1029.0357497642246,38.36510907116612,2.1238533411397127e-06,0.5057672004983536,0.002490032158330278,0.04709560137900976,0.003721308390006735,-0.08062787861269363,291.2210067151548,-31.418545021041098,174.85864585895806,3.370758695054964e-05,-37.196417646539416,0.0289215343989539,-0.0896819456145512,38.091517835475635,0.0012856287047596463,52.36006042941753,-33.87265257890783,-36.207441259884526,453.493547773664,1.991333993437115
RCP85_2044,31.190576476530826,285.9819130939729,1029.0310598250903,38.37261562350438,5.532262139379281e-07,0.5675184523067183,0.002046149739525945,0.047442722515351206,0.004132206921941816,-0.05285206081018425,291.07005315664327,-17.47961763873681,170.48586398211185,2.3574944463181492e-05,-37.193714694687785,0.025194389846002238,-0.09708226791541386,37.94747792455226,0.0008962455471741684,59.69857101449719,-19.165597240269236,-36.20571324167737,480.5484675820029,1.987479354567923
RCP85_2045,32.26209285196356,285.87716336183456,1029.0357402821755,38.35965774717429,7.289854007399274e-07,0.7100139142637861,-2.9252466261070237e-05,0.07213812687131546,0.003183999541053175,-0.08049022066157879,291.1951536881709,-57.54289051887524,174.0707434380096,4.040509765710047e-05,-37.19934653259232,0.02092177055493281,-0.09368799540211015,37.93256548043981,0.001534128671696373,69.24284056367084,-60.44869163982496,-36.20358094357861,418.89371720778325,2.008331532442951
RCP85_2046,31.635163649255464,285.8513605510363,1029.0366858291604,38.35602367236778,5.00350751218142e-07,0.48242481864180936,0.0031782057835865324,0.058740825213114356,0.0020362805268115537,-0.06295208828768876,290.84176751927043,-19.331884078050116,180.6724582821455,3.475488980501888e-05,-37.200228664763145,0.029137924009224984,-0.08422491569211679,37.982231330131704,0.0013213685811433633,49.39826061557838,-21.838246819194772,-36.20189336724415,312.4264081390591,1.9809230864770666
RCP85_2047,32.428866552117064,285.87974370008516,1029.0298021969068,38.354951435478334,2.9080460947396896e-07,0.3007371078417107,0.0027153285384905654,0.06365638124645051,0.0034298713977418977,-0.05952760884035395,290.9546192116474,-12.15934059143816,173.62292431668226,3.1876450652124644e-05,-37.183096548760616,0.07590696931108182,-0.055930682797081424,37.85683732990776,0.0012064215064639574,34.62423612290093,-14.518413001411552,-36.181523918280114,245.39922952142194,2.2097406735871785
RCP85_2048,33.1831462278562,285.9404101474926,1029.0220906784184,38.35781603315176,-5.0370450631389064e-08,0.33454091942264363,0.003767116648987185,0.048681100969215824,0.0023800402313422734,-0.06532622590915296,291.31310775992324,-19.38769689946899,182.41905588627336,3.837780098794958e-05,-37.16934973236788,0.0999374058032955,-0.03950178372482126,37.84852251089353,0.0014530697308176947,34.2165510569407,-22.212021739802807,-36.16487198621685,507.12852068621265,2.3770110228874053
RCP85_2049,30.627622806094816,285.96911308445226,1029.0210145011174,38.360913040963936,5.113891452491827e-07,0.3289864809955283,0.0031123462011334244,0.04955320034180121,0.00328557575336115,-0.053163600994642526,291.41071913350544,-14.195148174358962,178.18591011942112,3.215391779092861e-05,-37.16988420572674,0.09835320829570907,-0.048804617921346216,37.77275613099275,0.0012149033609409696,34.742872660343394,-16.61231622553421,-36.16571492622069,399.88297608108167,2.383965686402203
RCP85_2050,27.3224659293558,285.9768513075699,1029.0183955262805,38.36090553366055,4.5272652086548136e-07,0.28140222202957654,0.003799189561635884,0.029543398107236975,0.004055938792386812,-0.041835604256273216,291.66761969983446,6.537464294736413,180.70215232170793,2.730973392753622e-05,-37.15839223599741,0.10286046098463039,-0.04843822970453544,37.72528477696848,0.0010318855556988521,31.720810282641672,4.486085465357107,-36.15621902406246,572.5011000266142,2.462171946991125
RCP85_2051,30.538450993090944,286.0317187442223,1029.0185091684466,38.37157222156428,3.3656805617338817e-07,0.38062981034311966,0.006796090958036613,0.055611757427876746,0.003987345093864754,-0.07313393346620248,291.5804407482598,-30.112228539410907,180.00727488080983,3.881541564653943e-05,-37.15461723742692,0.0782804165554919,-0.0677971369224654,37.80607482731941,0.0014672671671392729,37.39359660441641,-33.09991420232243,-36.16549408329044,518.2859014939926,2.38000086104543
